StateName,Category,Crop,QueryType,QueryText
UTTAR PRADESH,Animal,"Bovine(Cow,Buffalo)",Disease Management,Information about Animal husbandry department (Toll free)....?
UTTAR PRADESH,Vegetables,Bhindi(Okra/Ladysfinger),Fertilizer Use and Availability,Information about dose of fertilizers in Okra crop at sowing time.....?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Animal,"Bovine(Cow,Buffalo)",Disease Reporting,"Animal is sick, information related to treatment....?"
UTTAR PRADESH,Cereals,Wheat,"	Plant Protection	",Information about insect control in wheat crop?
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,Information about fertilizer management in the Sugarcane crop..?
UTTAR PRADESH,Vegetables,Bhindi(Okra/Ladysfinger),Nutrient Management,BHINDI KA PAUDHA VIKSIT NHI HO RHA HAI?
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,Information about Weed Control in Sugarcane Crop..?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Fruits,Mango,"	Plant Protection	",Give information about fungus control in Mango fruits  ?
UTTAR PRADESH,Fruits,Bail,"	Plant Protection	",Give information about of black spot in Bail Fruits  ?
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Field Preparation	",Information about sugarcane moisture ?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Mushroom,Cultural Practices,Information about the mushroom farming for training visit ?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Fruits,Citrus,"	Plant Protection	",Information about white spot of Citrus Plants..?
UTTAR PRADESH,Fruits,Mango,"	Plant Protection	",Which medicine should be used for Mango Malformation..?
UTTAR PRADESH,Condiments and Spices,Coriander,"	Plant Protection	",for the control of juice sucking insects in coriander crop ...?
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Fruits,Mango,Cultural Practices,Information about the distance between mango trees..?
UTTAR PRADESH,Fruits,Mango,Cultural Practices,Information about depth of mango seeds..?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Fruits,Papaya,Cultural Practices,Information about varieties of papaya ?
UTTAR PRADESH,Plantation Crops,Eculeptous,Training and Exposure Visits,How to Harvest a Eucalyptus Plant..?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Tomato,Vegetative Propagation and Tissue Culture,Information about growth of tomato crop .?
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Tomato,"	Plant Protection	",Information about disease control in tomato crop.?
UTTAR PRADESH,Vegetables,Sponge Gourd,Fertilizer Use and Availability,Provide information related to nutrient management in sponge gourd crop
UTTAR PRADESH,Fruits,Mango,"	Plant Protection	",information about fungal disease in mango plant..?
UTTAR PRADESH,Others,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Information about control of Pod borer in Chickpea..?
UTTAR PRADESH,Condiments and Spices,Coriander,"Water Management, Micro Irrigation",Information related to irrigation of coriander crop?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Bhindi(Okra/Ladysfinger),Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Brinjal,"	Plant Protection	",Information about fungal control of brinjal crop..?
UTTAR PRADESH,Vegetables,Tomato,Weather,Farmer asked query on Weather
UTTAR PRADESH,Fruits,Jack Fruit,"	Plant Protection	",Plant protection measures for Sucking pest in Jack fruit?
UTTAR PRADESH,Fruits,Jack Fruit,"	Plant Protection	",Information about sucking pest in jack Fruit tree..?
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Sowing Time and Weather,information about sowing time of moong
UTTAR PRADESH,Fruits,Mango,"	Plant Protection	",Provide about information of fungal disease and sucking pest problem in mango tree ?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Mustard,Market Information,Information about toll free number of Food Logistics Department .?
UTTAR PRADESH,Fruits,Mango,"	Plant Protection	",Information about control of flower cascade in mango plant..?
UTTAR PRADESH,Cereals,Wheat,"	Water Management	",Information about irrigation management in wheat..?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Brinjal,"	Plant Protection	",Information about fungus control in tomato crop..?
UTTAR PRADESH,Fruits,Mango,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Tomato,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Information about insect control in gram crop..?
UTTAR PRADESH,Oilseeds,Mustard,Market Information,Information about selling mustard on MSP..?
UTTAR PRADESH,Vegetables,Tomato,"	Plant Protection	",Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Bhindi(Okra/Ladysfinger),Nutrient Management,information about nutrient management in Bhindi(okra) crop..?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,"	Water Management	",Give information about irrigation in Wheat crops ...?
UTTAR PRADESH,Animal,"Bovine(Cow,Buffalo)",Cattle shed Planning and Management,Provide information related to animal insurance?
UTTAR PRADESH,Vegetables,Tomato,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Tomato,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Fruits,Mango,"	Plant Protection	",Problem of Flowers in the Mango plant..?
UTTAR PRADESH,Condiments and Spices,Garlic,"	Plant Protection	",Information About Of Growth Problem in garlic crop..?
UTTAR PRADESH,Condiments and Spices,Garlic,"	Plant Protection	",Information About Of Growth Problem in Garlic crop..?
UTTAR PRADESH,Fruits,Mango,"	Plant Protection	",Information About of Leaf spot Disease in mango...?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Fruits,Papaya,Seeds and Planting Material,Where to get papaya seeds from
UTTAR PRADESH,Fruits,Mango,"	Plant Protection	",Information about the control of fungal infection  in bengal gram and mango crop ?
UTTAR PRADESH,Pulses,Black Gram (urd bean),Sowing Time and Weather,Give information about Sowing time of Black gram …?
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,Information about Growth promoter of Sugarcane  ?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Fruits,Citrus,"	Plant Protection	",Information about control of the flower dropping in citrus plant
UTTAR PRADESH,Fruits,Aonla,"	Plant Protection	","Amla tree is not bearing fruit, what to do?"
UTTAR PRADESH,Vegetables,Onion,"	Plant Protection	",Information about the control of Blight in onion crop ?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Fruits,Mango,Cultural Practices,Mango tree has blossoms what to do ?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,"	Water Management	",information about water management in wheat crop ?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Lentil (Masur),Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Information about control of pod borer in gram?
UTTAR PRADESH,Pulses,Lentil (Masur),Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Karan Rai,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Sowing Time and Weather,Information about Sowing Time of Green Gram Crop..?
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Pigeon pea (red gram/arhar/tur),"	Plant Protection	",Information about control of White flies in red gram crops ?
UTTAR PRADESH,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",Information about wilt disease problem in Ladyfinger crop...?
UTTAR PRADESH,Fruits,Mango,"	Plant Protection	",Termite problem in mango plant ?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Tomato,"	Plant Protection	",Information about pest management in Tomato crop..?
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Chillies,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Chillies,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Pigeon pea (red gram/arhar/tur),Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Fruits,Jack Fruit,"	Plant Protection	",Information about insect control in jackfruit crop ?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Provide about information in insect control of Bengal gram crop..?
UTTAR PRADESH,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Give information about pod borer insect control in the Bengal gram crops.
UTTAR PRADESH,Vegetables,Onion,"	Plant Protection	",ASKED ABOUT TO YELLOWING CONTROL IN ONION
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Animal,Goat,Integrated Farming,information about Goat farming ?
UTTAR PRADESH,Vegetables,Pea (Vegetable),"	Plant Protection	",Information about disease control in Pea crop..?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Cultural Practices,Information about biological soil treatment in sugarcane crop..?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Agriculture Mechanization,Information about 28 group insecticide ..?
UTTAR PRADESH,Vegetables,Potato,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Barley (Jau),Weather,Farmer asked query on Weather
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,Information about Weed management of Sugarcane ?
UTTAR PRADESH,Others,Others,Training and Exposure Visits,Give information about where to get training in Poultry Farming ?
UTTAR PRADESH,Vegetables,Potato,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",information about termite control of sugarcane crop
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Weather,Farmer asked query on Weather
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,"	Plant Protection	",Provide information for gerui disease management in wheat crop ?
UTTAR PRADESH,Cereals,Wheat,"	Plant Protection	",Information about Aphids insect control in Wheat crop.........? .
UTTAR PRADESH,Cereals,Wheat,Cultural Practices,Information about timing of using fertilizer in wheat crop.?
UTTAR PRADESH,Pulses,Black Gram (urd bean),Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Pointed Gourd,"	Plant Protection	",information about variety of Pointed gourd ?
UTTAR PRADESH,Vegetables,Bhindi(Okra/Ladysfinger),Fertilizer Use and Availability,Give information about the sowing time fertilizer use in bhindi crop.
UTTAR PRADESH,Cereals,Wheat,"	Plant Protection	",Information about controlling aphid in Wheat...?
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Varieties,Information about red rot disease resistant variety of Sugarcane?
UTTAR PRADESH,Pulses,Black Gram (urd bean),Varieties,Information about varieties of  black gram ?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Fruits,Mango,"	Plant Protection	",Information about pest control in mango plant stem..?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,"	Plant Protection	",Provide information on disease management in wheat crop ?
UTTAR PRADESH,Fruits,Mango,Nutrient Management,Information about PGR Management in Mango Plant..?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,"	Plant Protection	",ASKED ABOUT TO DISEASE CONTROL IN WHEAT
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Provide information related to nutrient management in sugarcane crop.?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",ASKED ABOUT TO INSECT CONTROL IN  SUGARCANE ?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,Information about fertilizer use in sugarcane crop ?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Triticale,Fertilizer Use and Availability,Information regarding knowing the quantity of NPK 0:0:50 ?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Weather,Farmer asked query on Weather
UTTAR PRADESH,Plantation Crops,Poplar,"	Plant Protection	",Information about disease control in Poplar plant ..?
UTTAR PRADESH,Fruits,Mango,"	Plant Protection	",Provide information for flower & fruit dropping in mango plant ?
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Cabbage,"	Plant Protection	",Patta gobhi me sundi keet ke niyantran ke lie kya kare ...?
UTTAR PRADESH,Vegetables,Peas (field peas/ garden peas/matar),Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Black Gram (urd bean),Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Varieties,Information related to moong variety...?
UTTAR PRADESH,Vegetables,Pea (Vegetable),Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Pea (Vegetable),Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Pea (Vegetable),Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Pea (Vegetable),Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Peas (field peas/ garden peas/matar),Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Peas (field peas/ garden peas/matar),Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Peas (field peas/ garden peas/matar),Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Seeds,ABOUT VARIETIES AND SOWING TIME OF MOONG
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Peas (field peas/ garden peas/matar),Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Weather,Farmer asked query on Weather
UTTAR PRADESH,Medicinal and Aromatic Plants,Mentha,Cultural Practices,For information regarding protecting Mentha roots from drying before sowing..?
UTTAR PRADESH,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Seeds,Give information about the quantity of seeds for Moong sowing …?
UTTAR PRADESH,Flowers,Rose,Agriculture Mechanization,information about using of weedicides in rose plant ?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Pea (Vegetable),Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Peas (field peas/ garden peas/matar),Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Nutrient Management,Information related to use of fertilizer in Wheat crop?
UTTAR PRADESH,Vegetables,Pea (Vegetable),Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Fertilizer Use and Availability,Genhu me baliya nikalte samay urvarak dalne ke bare me jankari de ?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Peas (field peas/ garden peas/matar),Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Pea (Vegetable),Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Mustard,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Varieties,Information About of improved  variety of Moong crop
UTTAR PRADESH,Vegetables,Pea (Vegetable),Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Fertilizer Use and Availability,Provide information for sowing time in the Green gram crop ?
UTTAR PRADESH,Vegetables,Peas (field peas/ garden peas/matar),Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",ASKED ABOUT TO INSECT CONTROL IN GRAM
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Information about plant protection in bengal gram..?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Pea (Vegetable),Weather,Farmer asked query on Weather
UTTAR PRADESH,Fruits,Mango,"	Plant Protection	","Mango blossoms are turning into small leaves, what to do?"
UTTAR PRADESH,Vegetables,Pea (Vegetable),Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Lentil (Masur),Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Pea (Vegetable),Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Fertilizer Use and Availability,Information about the amount of fertilizer in moong crop..?
UTTAR PRADESH,Pulses,Lentil (Masur),Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Peas (field peas/ garden peas/matar),Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Pea (Vegetable),Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Vegetables,Pea (Vegetable),Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Sowing Time and Weather,Information about showing time  of Green gram ?
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),"	Plant Protection	",Information about insect control in Green gram crop ..?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,Information about fertilizer dose in pea nut crop.?
UTTAR PRADESH,Others,Others,Weather,Farmer asked query on Weather
UTTAR PRADESH,Medicinal and Aromatic Plants,Mentha,Cultural Practices,Information about weed control in mentha crop....?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Information about control of Pod borer in Chickpea..?
UTTAR PRADESH,Millets,Maize (Makka),Weather,Farmer asked query on Weather
UTTAR PRADESH,Sugar and Starch Crops,Sugarcane (Noble Cane),Sowing Time and Weather,Information about sowing time of Sugarcane
UTTAR PRADESH,Pulses,Lentil (Masur),Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),"	Water Management	",Information  about water management in green gram...?
UTTAR PRADESH,Cereals,Wheat,Nutrient Management,Information about the growth and development of ears of wheat crop..?
UTTAR PRADESH,Vegetables,Onion,Cultural Practices,Information regarding medicine for weed control in standing onion crop....?
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Nutrient Management,nutrient management in moong bean?
UTTAR PRADESH,Cereals,Paddy (Dhan),Seeds,"If paddy is sown with a seed drill, how many kilograms of seed per hectare will be required?"
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Nutrient Management,Can NPK and micronutrients be used in moong crop at this time?
UTTAR PRADESH,Vegetables,Onion,"	Plant Protection	",Information about control of purple blotch in onion crop  ?
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Varieties,Tell me about Variety of Green Gram..?
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),Weather,Farmer asked query on Weather
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),"	Plant Protection	",Caterpillar problem in moong crop.
UTTAR PRADESH,Pulses,Green Gram (Moong Bean/ Moong),"	Water Management	",Water management in moong crop.
UTTAR PRADESH,Cereals,Wheat,Weather,Farmer asked query on Weather
